title,description,location,features,date,price
Spacious 2 bhk flat for sale in sanpada.,Exclusive 2 bhk residences with sundecks. G+3 levels of parking space. 17 habitable floors. 3.2 meters floor-To-Floor height. Cidco tender plot. Sanpada railway station 500 mtrs. Juinagar railway station 1 km. Accessible from moraj circle on palm beach road and sanpada railway subway from main sion-Panvel highway Public garden 100 mtrs. Renowned schools & colleges nearby. Highlights of project: 1st digital complex of navi mumbai. Semi-Olympic size swimming pool.   The project offers apartment with perfect combination of contemporary architecture and features to provide comfortable living.   No- Brokrage direct deal call me for any detail and payment schedule.,"India, Maharashtra, Mumbai, Chembur",2 Bds - 2 Ba - 1175 ft2,2021-06-05T11:38:39+0000,"₹ 1,67,00,000"
Ready to move 2 & 3 BHK apartments in heart of Guntur,"This is an exclusive 2 & 3 BHK apartment complex in A.P.H.B colony, in the heart of Guntur by very well reputed builders HappyHomes.  The apartment complex has total 5 floors with 14 apartments in each floor.  There is one 3BHK apartment per floor and is 1560 sqft and west facing.  There are 3 different sizes of 2 BHK apartments in each floor - 1006 sqft, 1058sqft and 1022.5 sqft.  The current price is Rs.3500/per sqft but there is exciting offer currently, so hurry up and call us for more details.  This project consists of 70 flats which offers 2BHK as well as 3BHK in Guntur.   HappyHomes presents you the perfect combination of luxurious flats and basic amenities for having a complete living experience. This project has a proximity of 500m to Sattenapalle Road connecting to National Highway,Hyderabad.","India, Andhra Pradesh, Guntur, APHB Colony",3 Bds - 3 Ba - 1560 ft2,2021-06-07T06:37:52+0000,"₹ 54,60,000"
1bhk 17 lakh loan from any bank,1bhk flat at charholi loan from any bank 17 lakh package Deal rera sanction with all amenities 300 plus flat unit excellent location few flats available,"India, Maharashtra, Pune, Vishrant Wadi",1 Bds - 1 Ba - 300 ft2,2021-06-08T02:46:12+0000,"₹ 17,00,000"
2bhk 21 lakh package at charholi,2bhk flat Package deal loan from any bank at charholi,"India, Maharashtra, Pune, Vishrant Wadi",2 Bds - 2 Ba - 350 ft2,2021-06-08T02:46:12+0000,"₹ 21,00,000"
UNDER CONSTRUCTION 1 BHK FLAT FOR JUST 13.99 LAKHS,"The project provides an ideal spiritual retreat for those who desire to wake up to the chants of “Narayaneeyam”. Located near the Guruvayoor temple. “ Sanroyal Hastha” offers its residents a calm and serene ambience live and an opportunity to visit the temple as often as they wish. What’s more you are never too far away from the comforts and amenities of modern living. Ideal for RETIREMENT HOME as Guruvayoor temple, Mammiyoor Temple, Anakotta, Anakotta, Chavakkad Beach, Chettuva backwater Boating is at close vicinity.  Common Amenities  Roof Top Party Area  Land Scaped Garden  Guest Car Parking  24 Hour Security Service  High Speed Automatic Lift  24 Hours Power Suppl  BANK LOAN AVAILABLE  Hurry few bookings left","India, Kerala, Guruvayur, Mammiyoor",1 Bds - 1 Ba - 430 ft2,2021-06-08T02:46:12+0000,"₹ 13,99,999"
"1 BHK Flat in the Holy Township of  Guruvayoor, Thrissur",Lift -1 Generator Back-up Adequate Water Supply,"India, Kerala, Guruvayur, Mammiyoor",,2021-06-08T02:46:12+0000,"₹ 13,99,999"
UNDER CONSTRUCTION RERA APPROVED 4 BHK DUPLEX FLAT FOR SALE,Looking for flats in koorkencherry. Sanroyal Elanta is the best choice with just 1km radius from Koorkencherry center. 2bhk flat starting from 24.99lakhs onwards. Only few bookings left.  Budget friendly affordable flats with all the necessary amenities within 3km from Thrissur which makes it incomparable.  Common Amenities:-  Covered Car parking  2 Passenger lift & 1 Service lift  1 year free maintenance  Roof top open party hall  24 hrs security service.  Waste Management System  Adequate Water supply  Fire Safety  Children play Area  Hurry few bookings left  Limited period offer rate.,"India, Kerala, Thrissur, Koorkenchery",4 Bds - 4 Ba - 2035 ft2,2021-06-08T02:46:12+0000,"₹ 70,99,999"
3 bhk flat for sale in jagatpura,3 bhk flat for sale in jagatpura nearby Akshyapatra temple  Nearby r tech mall Nearby vivacity mall Nearby Bombay hospital,"India, Rajasthan, Jaipur, Jagatpura",3 Bds - 3 Ba - 1480 ft2,2021-06-08T02:46:12+0000,"₹ 25,00,000"
2 Bhk fully furnished flat for sale,2bhk fully furnished flat for sale available nearby akshyapatra temple  Nearby viva city mall  Nearby R tech mall  The flat includes the following:  2 double bed with mattress  Sofa with central table  Wallpaper  Modular kitchen with chimney  Fall sealing  Luxury interior  Big wardrobe's Lift and parking facilities  Vastu oriented,"India, Rajasthan, Jaipur, Jagatpura",2 Bds - 2 Ba - 950 ft2,2021-06-08T02:46:12+0000,"₹ 23,00,000"
3 bhk semi furnished flat for sale,3 bhk semi furnished flat available for sale nearby akshypatra temple nearby Rtech mall nearby VIva city mall the flat includes the following: modular kitchen wallpaper  luxury interior fall sealing vastu oriented fan tubelight big wardrobe's,"India, Rajasthan, Jaipur, Jagatpura",3 Bds - 3 Ba - 1250 ft2,2021-06-08T02:46:12+0000,"₹ 29,00,000"
തൊടുപുഴക്ക് അടുത്ത് പുതിയ വീട്,"തൊടുപുഴക്ക് അടുത്ത് 6.5 സെൻ്റിൽ  പുതിയ  വീട് വിൽപ്പനയ്ക്ക്, ഉദ്ദേശിക്കുന്ന വില 33 ലക്ഷം, കിണർ വെള്ളം,കൂടുതൽ വിവരങ്ങൾക്ക് ബന്ധപ്പെടുക","India, Kerala, Thodupuzha, Karikkode Part",3 Bds - 2 Ba - 1300 ft2,2021-06-08T02:46:11+0000,"₹ 33,00,000"
2BHK Fully Furnished Flat Near Airport Road Mohali,"If you are Searching On Road Property in Mohali, Than contact Me   1/2/3BHK Property Available on Highway Starting From 16.90 lacs   *Only Few Ready To Move Units Left* Contact Now  # Spacious Flat  # Luxury Fittings  #Daily Need Market Available in Society  # Gated society # 100mtr. From Airport Road #  Well Developed area # Best Quality Construction   Best Cash Discount and Gifts On Sunday Booking   #Subsidy upto Rs.2.67 Lac  *Loan Facility Available *Store *Covered Parking *Branded Sanitary *Wall Hanging Sheets *Premium Wooden Work *Branded Wiring and Lights *Complete Fall Ceiling *Connected to highway *24 hours water supply *ATM and  *Banks *Leading Hospitals *Transportation *Shopping Complex Food Courts  CALL NOW","India, Punjab, Mohali, Sector 125",2 Bds - 2 Ba - 845 ft2,2021-06-08T02:46:11+0000,"₹ 19,90,000"
Shankarpur new township flat project,Project highlights... Solar energy for common area lighting.  24 hrs power backup. Lift Cable point Ample carparking Club  Community hall  Roof top garden Temple Rain water harvesting Children play area,"India, West Bengal, Durgapur, Arra",2 Bds - 2 Ba - 815 ft2,2021-06-08T02:46:11+0000,"₹ 15,07,750"
2BHK Spacious Flat In 21.40 Lacs At Sector126 On Near By Airport Road,"#WE HAVE SPACIOUS LUXURY FURNISHED FLAT FOR YOU IN SMALL BUDGET AND EASY FINANCE   1BHK STARTING FROM :- 14.90  2BHK STARTING FROM :- 20.90   3BHK STARTING FROM :- 26.90   PAYMENT PLAN :-  BOOKING AMOUNT ONLY :-  21000/- DOWN PAYMENT ONLY :- 10%  LOAN AVAILABLE :- 90 %   SUNDAY OFFERS-: DOUBLE BED, GEYSER, RO, CHIMNEY, 3D WALLPAPERS, FANS, MICROWAVE, FALL CEILING, CUPBOARDS, AND CASH DISCOUNT .  KEY FEATURE :-  * Adjoining Daily Need Market * Main road connectivity * 24*7 Water supply * 24*7 security * 24*7 Electricity * Free Car Parking * No Compromise with Construction Quality  Contant  For More Information","India, Punjab, Mohali, Sector 126",2 Bds - 2 Ba - 999 ft2,2021-06-08T02:46:11+0000,"₹ 21,40,000"
3BHK Furnished Read To Move Flat 28.56 Lacs Airport Road,#STARTING RANGE*  *1BHK:-11.90* *2BHK:-19.90* *3BHK:-28.90* *Kothi and Plots are also available*   Save Upto 2.67Lacs Under Pardhan Mantri Awaas Yojana   Bank Loan Available From All Leading Banks  Features- *First class Construction Quality *Fully Modern Kitchen *Chimney *CUPBOARDS *LED PANELS *FALSE CEILING *BRANDED BATH FITTING AND MANY MORE FACILITIES AND GIFTS   Contact FOR MORE INFORMATIO,"India, Punjab, Mohali, Sector 125",3 Bds - 3 Ba - 1258 ft2,2021-06-08T02:46:11+0000,"₹ 28,56,000"
"90-95%loan very spacious 3bhk in 24.90 ,save 2.67 lacs in PMAY","2BHK  FOR SALE WITH OFFERS   IN Prime location Kharar - Ready to Move  - Price Start From 16.90 Lac  - 2Bhk + 2 Washrooms, Modular kitchen ,  Lights  - 1 Balcony  -Two Sides Open  - G+2   Concept  - Car Parking Available  - Park Available  - 24 hours Water Supply","India, Chandigarh, Chandigarh, Sector 41A",3 Bds - 2 Ba - 1380 ft2,2021-06-08T02:58:02+0000,"₹ 24,90,000"
"2BHK for 25L sale@Ambethker Cross, Hanmakonda","2BHK for 25L For sale@Ambethker Cross, Hanmakonda near to LIC office BalaSamudram Market","India, Telangana, Warangal, Balasamudram",2 Bds - 2 Ba - 850 ft2,2021-06-08T02:57:58+0000,"₹ 25,00,000"
Ultra Luxurious 3 Bhk JDA approved flats near Vidhyadhr Ngr Sikar Road,"Premium Luxurious 3 Bhk flats on very prime location Near by DPS School,  VidhyadharNagar, SikarRoad, Jaipur *Area- 1350 sq feet *According to complete vastu *Fully furnished with modular kitchen (Sofa, Bed, with beautiful interior design) *80%-90% Lonable with Govt. subsidy (2.67 lack) *In a good community *Jaquar cenetery fittings  *All electrical underground *Best quality electrical fitting & wiring ensure safely & well going *Complete functional bathroom with best quality bath fitments (wall mount) *Parking ensuring safe keep your vehicle *Common roof rights *Common facilities are available here like School, Hospital, Malls, main market & convince facility For more projects details & visit site please contact Selected Homes Brokers are please excuse..Thanks Some Brokers copy my add so avoid please...Thanks","India, Rajasthan, Jaipur, Vidhyadhar Nagar",3 Bds - 2 Ba - 1350 ft2,2021-06-08T02:57:50+0000,"₹ 45,00,000"
Hause Bhut bdiya moka h lene ka pese ki jarurt h,110 gaj ka mkan h gav bharangpur me  House h achi location me h,"India, Uttar Pradesh, Babugarh, Chakrasenpur Babugarh",4 Bds - 2 Ba - 1200 ft2,2021-06-08T02:57:15+0000,"₹ 9,00,000"
Penthouse in parvorim in gated complex with amenities,Penthouse in gated complex with amenities,"India, Goa, Panaji, 4 Pillars Circle",3 Bds - 3 Ba - 216 ft2,2021-06-08T02:55:43+0000,"₹ 99,00,000"
Sale 2 bhk flat / Exchnage any porperty Extra amount  i will have,"Ready to move flat. 100% Loan  Premium flat of  2 bhk flat prime location  Shri Krishna paradise Rau Circles   colony Indore (m.p) Flat size   2 bhk – super buil. 704   seq. Fit- amount 12.9  lac  Its on prime location of the city. Fully designed by modern interior with theme, 24x7 security gaurds, water supply, garden, cctv, all facilities available on walking distance like - auto stand, hospitals, school, college, vegetables market etc. Free:  (1)	Mpeb con. Free (2)	Car parking free  Featurs 1 covered campus 2 rcc wide roads 4 temple 5 covered car parking 6 bank finance avaialble 85-100% 7 redy to ,move  8 quality construction 9 cctv cameras 10 intercom facilities Please cont. 9=9=9=3=5 Six-6 thre-3 six","India, Madhya Pradesh, Indore, Rau Circle",2 Bds - 2 Ba - 704 ft2,2021-06-08T02:55:03+0000,"₹ 12,85,000"
Free Hold building for sell in J.N.Vyas Colony,Free Hold Ganga shahi patta three story Building Available for Sell. Cost only 4.70 Cr. Plot size 3000 sq.feet. Construction approx 10000 sq feet. Beam column structure.,"India, Rajasthan, Bikaner, JNV Colony",4+ Bds - 4+ Ba - 10000 ft2,2021-06-08T02:54:58+0000,"₹ 4,70,00,000"
"Wanted house below 40,00,000 or plot not less than 10 Ankanas","Wanted individual house below 40,00,000 or plot/land not less than 10 Ankanas and cost not more than 25,00,000. Within the limits of Nellore.","India, Andhra Pradesh, Nellore, AK Nagar",2 Bds - 2 Ba - 840 ft2,2021-06-08T02:54:56+0000,"₹ 40,00,000"
Good quality construction material used in 3bhk in 150gaj 23.90,"2BHK  FOR SALE WITH OFFERS   IN Prime location Kharar - Ready to Move  - Price Start From 16.90 Lac  - 2Bhk + 2 Washrooms, Modular kitchen ,  Lights  - 1 Balcony  -Two Sides Open  - G+2   Concept  - Car Parking Available  - Park Available  - 24 hours Water Supply","India, Chandigarh, Chandigarh, Sector 40B",3 Bds - 2 Ba - 1301 ft2,2021-06-08T02:54:28+0000,"₹ 23,90,000"
Full finished house in bajwalpur near Sai public school,"2 bed room 1 drawing room , modeler kitchen , bathroom , lobby , parking ... Both side 15 ft road  full finished","India, Uttaranchal, Haldwani, Jwalasal Urf Karayal",3 Bds - 1 Ba - 950 ft2,2021-06-08T02:53:54+0000,"₹ 36,00,000"
2bhk ready possession @pokhran,"Maithili Pride is a residential project developed by Maithili Group at Thane West in Thane. The project aims to offer a comfortable living condition to the residents by encompassing , adding to its existing many facilities.","India, Maharashtra, Thane, Pokharan",2 Bds - 2 Ba - 1000 ft2,2021-05-29T19:44:21+0000,"₹ 99,00,000"
Ground floor for sell,"This property is located at A.P Nagar North, Sonarpur.Ground floor is consist with 2 bed rooms (11""13""), Dinning place ( 12""14"") , 2 bathroom, 2 kitchen, balcony, municipality water supply etc. Property located 10 minutes walking distance from Sonarpur railway station, bus and auto stand.","India, West Bengal, Kolkata, Sonarpur",3 Bds - 2 Ba - 1150 ft2,2021-05-20T10:14:53+0000,"₹ 27,00,000"
Flat for Sale at Model Town Extention Ludiana,"Ground Floor, 2 bed rooms with closets, 2 bathrooms, 1 Store, Kitchen, Drawing Dining, Car parking, back garden for sale at Model Town Extention, Dugri Road, Ludhiana. Near Hotel Grand Marian.","India, Punjab, Ludhiana, Model Town Extension",2 Bds - 2 Ba - 2200 ft2,2021-05-26T14:07:13+0000,"₹ 69,00,000"
Old house and land 100#40,Near balehonnur 1km city shivanagar ittige,"India, Karnataka, Sringeri, Harandur",1 Bds - 1 Ba - 1 ft2,2021-06-08T02:53:23+0000,"₹ 38,00,000"
URGENTLY SELLING HOUSE @ MUPPATHADOM 3.5 CENT,"02 ROOMS 02 ATTACHED BATHROOM  CAR PARKING, HALL, STAIR ROOM,WORK AREA, KITCHEN   11 Km - lulu mall 6.5 km - aluva bypass / metro station 6 km - kalamasseri town   Price negiotable, brokers excuse","India, Kerala, Kochi, Muppathadam Road",2 Bds - 2 Ba - 700 ft2,2021-06-08T02:52:24+0000,"₹ 29,00,000"
2 bhk on 5th floor unused with lift road  bldg on arlem circl fatorda,2 bhk on 5th floorroad touch bldg on arlem circle fatorda unused,"India, Goa, Margao, Fatorda",2 Bds - 2 Ba - 95 ft2,2021-06-08T02:51:06+0000,"₹ 39,00,000"
Brand new 1 bhk sale in anand parak wadgaon sheri,"1BHK flat for sale. Location: Rajendra nagar colony, Anand park wadgaon sheri pune   200 metres from anand parak bus stop  Area: 571 Sq.Ft. •2nd Floor. •common parking. •24×7 Water, Electricity. •Security guard. •80%  finance loan facility.   Price: 22 lac basic (negotiable)","India, Maharashtra, Pune, Wadgaon Sheri",1 Bds - 1 Ba - 570 ft2,2021-06-08T02:50:59+0000,"₹ 24,50,000"
"Easily apply with 90-95% loan save 2.67 lacs in PMAY,3BHKonly in 22.90","2BHK  FOR SALE WITH OFFERS   IN Prime location - Ready to Move  - Price Start From 16.90 Lac  - 2Bhk + 2 Washrooms, Modular kitchen ,  Lights  - 1 Balcony  -Two Sides Open  - G+2   Concept  - Car Parking Available  - Park Available  - 24 hours Water Supply","India, Punjab, Mohali, Sector 56",3 Bds - 2 Ba - 1300 ft2,2021-06-08T02:50:50+0000,"₹ 21,90,000"
Fully ventilated airy 1 bhk sale in wadgaon sheri,"1BHK flat for sale. Location: Dhanwantari colony, near post office wadgaon sheri Pune.  Area: 607 Sq.Ft. •1st Floor. •Modular kitchen  •Road touch apartment. •1 covered car parking. •24×7 Water, Electricity. •security guard   Price:29.75 lac basic (negotiable)","India, Maharashtra, Pune, Wadgaon Sheri",1 Bds - 1 Ba - 607 ft2,2021-06-08T02:50:46+0000,"₹ 29,75,000"
Brand new 1bhk sale 500 metre from mundhwa junction,"1BHK flat for sale. Location: Shishak Society, Sasane Colony, Keshav Nagar, Mundhwa, Pune, Maharashtra 411036  Area: 571 Sq.Ft. •2nd Floor. •lift. •common parking. •24×7 Water, Electricity. •Security guard. •80%  finance loan facility.   Price: 17 lac basic (negotiable)","India, Maharashtra, Pune, Mundhwa",1 Bds - 1 Ba - 571 ft2,2021-06-08T02:50:31+0000,"₹ 17,00,000"
"TRINITY APPARTMENT EDAPPALLY , 3 BED ROOM FLAT FOR IMMEDIATE SALE","3 BED ROOM FLAT FOR IMMEDIATE SALE , TRINITY APPARTMENT, EDAPALLY, GOOD LOCATION, LULU FACING ,  PRICE SLIGHTLY NEGOTIABLE  FOR  IMMEDIATE SETTLEMENT , 10 + YEARS OLD, ONLY GENUINE BUYER PLS CONTACT, NO TIME PASSERS","India, Kerala, Kochi, Edappally",3 Bds - 4 Ba - 1763 ft2,2021-04-24T07:40:33+0000,"₹ 81,50,000"
धनोरा व उमेरपोटी व patripar रिसाली छेत्र मैं  नव निर्मित मकान बेचना है,"रिसाली patripar, धनोरा व उमेरपोति मैं वास्तु अनुरूप निर्मित 2 bhk मकान जिसमे वास्तु अनुरूप निर्माण व सभी ब्रांडेड सामानों द्वारा निर्माण कराया जा रहा है बेचना है","India, Chhattisgarh, Bhilai, Maroda Tank",2 Bds - 2 Ba - 1200 ft2,2021-06-03T10:36:37+0000,"₹ 26,99,000"
Premium Villa @ Naigaon Ready to Move.,Exclusive Villa with all leading amenities located at Naigaon.   Just 23km from Dahisar Check Naka.  Amenities Club House Gym Indoor games Multipurpose Court Jogging Track Kids Play Area Senior Citizen Area And many more..  95% loan possible.,"India, Maharashtra, Mumbai, Borivali East",1 Bds - 2 Ba - 1150 ft2,2021-05-14T04:25:34+0000,"₹ 45,00,000"
House for sale,Beautiful house located in quite area with all facilities,"India, Tamil Nadu, Karamadai, Kundha Colony",1 Bds - 2 Ba - 1150 ft2,2021-06-08T02:40:33+0000,"₹ 14,00,000"
"17 ലക്ഷം രൂപയ്ക്ക്,കരമന ജംഗ്ഷന് സമീപം,1.5 സെന്റും,പഴയ വീടും...","കരമന ജംഗ്ഷനിൽ നിന്നും,150 മീറ്റർ മാത്രം...  1.5 സെന്റ് സ്ഥലം...  ഷീറ്റിട്ട,പഴയ വീട്...  2 ബെഡ് റൂം...1 ബാത് റൂം...  2 Wheeler Parking Only...  പ്രതീക്ഷിക്കുന്ന വില : 17 ലക്ഷം   Genuine Buyers Only,Please Contact...  No ""Other Brokers"",Please...  For More Details, Feel Free To Call SUDHEER JEE : (8) EIGT (O)ZERO (8)EIGT (6)SIX (5)FIVE (7)SEVEN (8)EIGT (O)ZERO (O)ZERO (O)ZERO  Business Hours : 8 AM To 8 PM ( Direct Calls Only ) ( NO CHATTING )  24 Hours Available On WhatsApp...","India, Kerala, Thiruvananthapuram, Karamana",1 Bds - 1 Ba - 500 ft2,2021-06-08T02:39:24+0000,"₹ 17,00,000"
2BHK APARTMENT FLATS FOR SALE IN GATED VENTURE NEAR ECIL,"-NEWLY CONSTRUCTED  -950SFT  -2BEDROOMS,HALL,KITCHEN.  -IN GATED VENTURE  -NEAR TO ALL DAILY ESSENTISALS","India, Telangana, Hyderabad, ECIL",2 Bds - 2 Ba - 950 ft2,2021-06-08T02:39:23+0000,"₹ 37,00,000"
Flat for sell,"Flat for sell, with semi furnished.","India, Jharkhand, Gobindpur, Chanakya Nagar",3 Bds - 2 Ba - 1182 ft2,2021-06-08T02:39:03+0000,"₹ 35,00,000"
"1 BHK flat for sale urgent, 4 th floor","3 Room POP done , Door and Balcony Totally Grilled , 4th floor no lift","India, Maharashtra, Karad, Karad Rural",1 Bds - 1 Ba - 650 ft2,2021-06-08T02:38:39+0000,"₹ 10,99,999"
3 BHK Fully Furnished self interior house,"In Mangalam city , Aradhana Residency. Fully furnished flat. Available at Kalwar road within 200 mtr. All facilities available. Must visit once before looking for other option.","India, Rajasthan, Jaipur, Kalwar Road, Manglam City",3 Bds - 2 Ba - 1549 ft2,2021-06-08T02:38:16+0000,"₹ 45,00,000"
4 BHK SBI LONABLE HOUSE VILLA IN GATED COLONY AT SIRSI ROAD,4 BHK SBI LONABLE HOUSE VILLA IN GATED COLONY AT SIRSI ROAD JDA APPROVED LOANABLE WITH ALL THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,"India, Rajasthan, Jaipur, Vaishali Nagar",4 Bds - 4 Ba - 1448 ft2,2021-06-08T02:38:02+0000,"₹ 53,00,000"
Fully furnished 3 bhk flat for sell ready move,3 bhk fully furnished flat available for sell in citylight area  Nice and wow feeling location area Near to school and market area New construction and new furniture  Actual image  All facility available  3 master bedroom with attached toilet  1 guest toilet available  1 floor 2 flat  Landmark location,"India, Gujarat, Surat, Citylight",3 Bds - 4 Ba - 2200 ft2,2021-06-08T02:37:32+0000,"₹ 1,25,00,000"
1Bhk untouched flat for sale,"Western Mumbai’s Biggest Real Estate Opportunity Comes to Kandivali West *Maximum Mumbai*  *RUPAREL OPTIMA, KANDIVALI WEST*  Land Parcel: 4.5 Acre 3 Towers 42 Storeys All Advanced and Modern Amenities like Banquet, Infinity Swimming Pool, Zen Garden, Gazebos, Multiple Purpose Courts etc.  *1 BHK – 322 Carpet    *Smart Homes By Jio Fiber*  *Furnished Homes by IKEA* - 2 seater comfortable sofa - Arm Chair - Designer Centre Table - Chic Side Table - Right Sized Bed With Mattress - 2 Door Wardrobe with a Mirror - Modular Kitchen with top and bottom cabinet  - AC in Living and Bedroom (Carrier or equivalent brand)","India, Maharashtra, Mumbai, Kandivali West",1 Bds - 1 Ba - 600 ft2,2021-06-08T02:37:25+0000,"₹ 61,60,000"
Sale sale sale 2 bhk flat best price in dindoli area,2 bhk flat  Nice location  Future investment best project  Rental income  Best residency  100% loan available  Subsidy 2.67 available  No brokerage More information call me pre msg me,"India, Gujarat, Surat, Dindoli Ambika Park",2 Bds - 2 Ba - 1168 ft2,2021-06-08T02:37:13+0000,"₹ 19,85,000"
BIG SIZE CORNER BUILDING 3 BHK APARTMENT FLAT AT JAGDAMBA NAGAR E,3 BHK APARTMENT FLAT FOR SALE AT JAGDAMBA NAGAR E NEAR HEERAPURA POWER HOUSE WITH ALL THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,"India, Rajasthan, Jaipur, Ajmer Road",3 Bds - 2 Ba - 1600 ft2,2021-06-08T02:37:05+0000,"₹ 44,99,000"
PROPOSED HOUSE 180 SQ YARDS 2 BHK IN BANDLAGUDA NEAR ECIL,"Ahmedguda:  Nearby Supermarkets: Ushodaya, and More.  Nearby Shopping malls: kalyana maha lakshmi, Pi international, reliance mart and vishal mart.  Nearby Hospitals: janani hospital, poojitha hospital and vijaya hospital.  Nearby Banks: State Bank of India, Andhra bank and karur vysya bank  Nearby Theaters: Krishna Theater, Radhika movieplex and Talluri theaters.  Nearby Temples: hanuman temple, mallanna swamy temple, Jerusalem Prayer House and Jamiah Masjid.  100% clear titles and documents.  100% vaasthu  LOAN APRROVED PROJECT  LOAN facility is available from all banks.  80% on Loan offer from GIC (General Insurance Corporation)  6 KMS FROM ECIL  10% EXTRA for AMENITIES  North and east facing extra 10% on plot rate  Corners plots extra 15% on plot rate  North-east facing extra 20% on plot rate  Venture Highlights 1.	 B T  Roads 2.	 24 Hours water & Electricity 3.	Under Ground Drainage System 4.	Avenue Plantation     LOCATIONS:  * 6 KMS from Ecil,  * 0.5 KM S to Keesara ORR Main roads plots  * 5 KM Distance to cherlapally railway station ,  * 5  kms to Infosys","India, Telangana, Hyderabad, Ahmadguda",2 Bds - 2 Ba - 1500 ft2,2021-06-08T02:36:25+0000,"₹ 78,00,000"
1Bhk with Oc for sale,This is a 1Bhk flat for sale near Cinemax mall Kanakia Beverly Park Mira road east,"India, Maharashtra, Mumbai, Mira Road",1 Bds - 1 Ba - 400 ft2,2021-06-08T02:36:20+0000,"₹ 36,00,000"
"1BHK_ Ghodbunder Road,Hiranandani Esate, Thane West","''It's a Naturally Well-Lit home and semi furnished with wardrobes in all the rooms and good ventilation. Water is available 24/7 . The Main door has exactly East West Facing, which is considered as the most auspicious.Located in a friendly neighborhood It has easy access to market, schools, hospitals, banks and ATM's as well. TMT Bus Stand, and Auto rickshaw stand directly originates from the main gate premises itself . It has state of Art of Club House which has all latest amenities. Price is negotiable.'' Get this 1 BHK for sale in Thane West now, you save lakhs on brokerage! Situated on the 10th floor this home can comfortably serve your parking facility for car and bike needs. This East facing home is over 630 sqft. & is in a convenient location.  If you are looking for a home with intercom facility, security, lift & Wi-Fi access, this home is just right for you. You are viewing the right home if you would prefer a house with visitor parking, fire fighting equipment, sewage treatment plant & gas pipeline. With club house, space for kids to play, gym, park & swimming pool available in this home, you will always have something to do here.  Hiranandani Hospital being nearby, you never have to worry about getting help during a medical emergency.  Withdrawing money, buying groceries & finding public transport is very convenient from this home as super market, ATM & bus station are close by.  When you need a break from your hectic day, check out MJ PHOTOGRAPHY that is close by. If you are looking for gifts, or just want to spoil yourself, Big Shopping Center, Sanskruti Real Estate and Real Realty have a wide variety of things that you can choose from","India, Maharashtra, Thane, Hiranandani Estate",1 Bds - 2 Ba - 631 ft2,2021-06-08T02:35:39+0000,"₹ 59,90,000"
1Bhk flat for sale,This is a under construction project near Ramdev Park and it's 1Bhk master bedroom flat with modular kitchen available for sale,"India, Maharashtra, Mumbai, Mira Road",1 Bds - 2 Ba - 695 ft2,2021-06-08T02:35:17+0000,"₹ 59,00,000"
"125yard House pay9Lac. For Factory E.M.I Rs25,000. Rate35Lac.",For sale 125yard 4Bhk House Near Gillz Garden G.N.E. College Gill road Ludhiana. Rate35Lac. With Rs26Lac Loan .E.M.I. Rs25000. Per Moth .URGENT Sale. Very cheap Rate by Navtej properties jain Mandir dugri.chok. Ludhiana.,"India, Punjab, Ludhiana, Issar Singh Nagar",3 Bds - 3 Ba - 1350 ft2,2021-05-31T05:16:10+0000,"₹ 9,00,000"
"4 Bhk, 2400 sq ft Apartment for Sale In Jalandhar heights 2","Ultra-luxury 4 BHK Apartments with World-class Amenities For Sale in Jalandhar Heights II, 66 Ft Road, Jalandhar City. The unit boasts of major amenities like a gym, clubhouse, banquet hall, badminton court, swimming pool, landscaped garden, and kids play area.  # Advance security with intercom # Green Parks all around and complaint with Vastu # Indoor and outdoor sports facilities, Club House, swimming pool and gymnasium as    well as a jogging track and meditation area # Eco-friendly structure with flower garden and fountains  # Creche/Day for kids for ease living of working professionals # 24*7 water supply and power backup # Car parking for visitors # 80% percent open space # Two high speed lifts each Block # Shopping Complex # Tennis and Basket courts # Dispensary & Doctor family For more details or site visit please contact:   Call - 9.8.5.3.0_ 5.8.5.3.0  KOHINOOR PROPERTY STUDIO, 66 Ft ROAD, OPP PUNJAB & SIND BANK, NEAR URBAN ESTATE PHASE 2, JALANDHAR","India, Punjab, Jalandhar, Model Town",4 Bds - 4 Ba - 2400 ft2,2021-05-13T05:01:31+0000,"₹ 70,00,000"
200 yards Front 36 and 50 back Plot for sale in Kitchlu nagar,200 yards Front 36 and 50 back Plot for sale in Kitchlu nagar by Debbie,"India, Punjab, Ludhiana, Kitchlu Nagar",1 Bds - 1 Ba - 1800 ft2,2021-06-08T02:45:40+0000,"₹ 1,50,00,000"
200 yards 4 BHK brand new kothi sale in Durgapuri nr arey wla chowk,200 yards 4 BHK brand new kothi sale in Durgapuri nr arey wla chowk,"India, Punjab, Ludhiana, Durgapuri",4+ Bds - 4+ Ba - 1800 ft2,2021-06-08T02:45:17+0000,"₹ 1,35,00,000"
87 Mtr Corner House with two floors at Ram Ganga Vihar Extension,"Plot Size : 87 Mtr Floors constructed : 2  Corner Villa with 12 mtr and 7.5 mtr roads, East Facing. 2 parks just nearby to the house.  Semi Furnished status.","India, Uttar Pradesh, Moradabad, Harthala",3 Bds - 3 Ba - 936 ft2,2021-05-25T10:53:03+0000,"₹ 75,00,000"
